Transcript	Gene
uc001ibg.1	KIF26B
uc001ibh.1	KIF26B
uc010pyq.1	KIF26B
uc010pyr.1	KIF26B
uc004ana.2	KIF27
uc010mpw.2	KIF27
uc010mpx.2	KIF27
uc003jsx.3	KIF2A
uc003jsy.3	KIF2A
uc003jsz.3	KIF2A
uc010iwp.2	KIF2A
uc010iwq.2	KIF2A
uc002iua.2	KIF2B
uc001cmg.3	KIF2C
uc001cmh.3	KIF2C
uc010olb.1	KIF2C
uc010olc.1	KIF2C
uc003kxm.2	KIF3A
uc003kxn.2	KIF3A
uc003kxo.2	KIF3A
uc003kxp.2	KIF3A
uc011cxf.1	KIF3A
uc002wxq.2	KIF3B
uc010ztv.1	KIF3B
uc010ztw.1	KIF3B
uc002rgu.2	KIF3C
uc010eyj.1	KIF3C
uc010ykr.1	KIF3C
uc004dyf.1	KIF4A
uc004dyg.2	KIF4A
uc010nkw.2	KIF4A
uc010jih.1	KIF4B
uc001sor.1	KIF5A
uc010srr.1	KIF5A
uc001iwe.3	KIF5B
uc002tws.1	KIF5C
uc002twt.2	KIF5C
uc002twu.1	KIF5C
uc010zbu.1	KIF5C
uc003oos.2	KIF6
uc003oot.2	KIF6
uc003oou.2	KIF6
uc010jwz.1	KIF6
uc010jxa.1	KIF6
uc010jxb.1	KIF6
uc011dua.1	KIF6
uc002bof.2	KIF7
uc002bog.2	KIF7
uc010upw.1	KIF7
uc003cqx.2	KIF9
uc003cqy.2	KIF9
uc003cra.3	KIF9
uc010hjp.2	KIF9
uc011bat.1	KIF9
uc011bau.1	KIF9
uc001ggv.2	KIFAP3
uc001ggw.1	KIFAP3
uc010plx.1	KIFAP3
uc010ply.1	KIFAP3
uc003oef.3	KIFC1
uc011drf.1	KIFC1
uc003zcz.2	KIFC2
uc003zda.2	KIFC2
uc002emm.2	KIFC3
uc002emn.2	KIFC3
uc002emo.3	KIFC3
uc002emp.2	KIFC3
uc002emq.2	KIFC3
uc002emr.1	KIFC3
uc010cdf.2	KIFC3
uc010cdg.1	KIFC3
uc010vhw.1	KIFC3
uc010vhx.1	KIFC3
uc010vhy.1	KIFC3
uc010vhz.1	KIFC3
uc009xti.2	KLLN
uc001ijt.2	KIN
uc009xip.2	KIN
uc010qaz.1	KIN
uc010qba.1	KIN
uc002qgz.1	KIR2DL1
uc002qhb.1	KIR2DL1
uc010erz.1	KIR2DL1
uc002qgv.2	KIR2DL3
uc002qgx.2	KIR2DL3
uc002qgy.2	KIR2DL3
uc002qha.1	KIR2DL3
uc010erw.1	KIR2DL3
uc002qhf.2	KIR2DL4
uc002qhg.2	KIR2DL4
uc002qhh.2	KIR2DL4
uc002qhi.2	KIR2DL4
uc002qhj.2	KIR2DL4
uc010esd.2	KIR2DL4
uc010ese.2	KIR2DL4
uc010yfl.1	KIR2DL4
uc010yfm.1	KIR2DL4
uc002qhm.1	KIR2DS4
uc002qhn.1	KIR2DS4
uc010esg.1	KIR2DS4
uc010yfj.1	KIR2DS4
uc010yfk.1	KIR2DS4
uc002qhk.3	KIR3DL1
uc002qhl.3	KIR3DL1
uc010esf.2	KIR3DL1
uc010yfn.1	KIR3DL1
uc010yfo.1	KIR3DL1
uc002qho.3	KIR3DL2
uc010esh.2	KIR3DL2
uc002qgu.1	KIR3DL3
uc002obz.3	KIRREL2
uc002oca.3	KIRREL2
uc002ocb.3	KIRREL2
uc002occ.3	KIRREL2
uc002ocd.3	KIRREL2
uc001qea.2	KIRREL3
uc001qeb.2	KIRREL3
uc001qec.1	KIRREL3
uc001qed.3	KIRREL3
uc001frn.3	KIRREL
uc001fro.3	KIRREL
uc009wsq.2	KIRREL
uc010pib.1	KIRREL
uc002lqk.3	KISS1R
uc001har.2	KISS1
uc001tav.2	KITLG
uc001taw.2	KITLG
uc009zsn.2	KITLG
uc009zso.1	KITLG
uc010igr.2	KIT
uc010igs.2	KIT
uc010igt.1	KIT
uc011bzw.1	KIT
uc003gua.2	KLB
uc011byj.1	KLB
uc001ynm.1	KLC1
uc001ynn.1	KLC1
uc001yno.2	KLC1
uc001ynp.1	KLC1
uc001ynq.1	KLC1
uc001ynr.1	KLC1
uc001yns.2	KLC1
uc001ynw.1	KLC1
uc010awu.1	KLC1
uc010tyd.1	KLC1
uc010tye.1	KLC1
uc010tyf.1	KLC1
uc001ohb.2	KLC2
uc001ohc.2	KLC2
uc001ohd.2	KLC2
uc001ohe.1	KLC2
uc009yra.2	KLC2
uc010rov.1	KLC2
uc010row.1	KLC2
uc010rox.1	KLC2
uc002pbe.2	KLC3
uc002pbf.1	KLC3
uc002pbg.1	KLC3
uc010ejy.1	KLC3
uc003otr.1	KLC4
uc003otu.2	KLC4
uc003otv.1	KLC4
uc003otw.1	KLC4
uc003otx.1	KLC4
uc003oty.1	KLC4
uc003otz.1	KLC4
uc011dvd.1	KLC4
uc011lhj.1	KLF10
uc011lhk.1	KLF10
uc002raf.1	KLF11
uc010yjc.1	KLF11
uc001vjf.2	KLF12
uc001vjg.3	KLF12
uc010aeq.2	KLF12
uc001zfo.2	KLF13
uc003vqk.1	KLF14
uc011bkk.1	KLF15
uc002luc.2	KLF16
uc010xgt.1	KLF16
uc001clp.2	KLF17
uc009vxf.1	KLF17
uc002mvo.2	KLF1
uc002ndw.2	KLF2
uc003gtg.2	KLF3
uc003gth.3	KLF3
uc004bdf.1	KLF4
uc004bdg.2	KLF4
uc004bdh.2	KLF4
uc001vjd.2	KLF5
uc001vje.2	KLF5
uc001iha.2	KLF6
uc001ihb.2	KLF6
uc010qaj.1	KLF6
uc010qak.1	KLF6
uc010qal.1	KLF6
uc002vbz.1	KLF7
uc002vca.1	KLF7
uc010zix.1	KLF7
uc004dur.2	KLF8
uc010nkg.2	KLF8
uc010nkh.2	KLF8
uc011mop.1	KLF8
uc004aht.2	KLF9
uc003vpj.1	KLHDC10
uc003vpk.1	KLHDC10
uc010lmb.1	KLHDC10
uc001www.2	KLHDC1
uc010tqg.1	KLHDC1
uc010tqh.1	KLHDC1
uc001wwx.2	KLHDC2
uc001wwy.2	KLHDC2
uc010anp.2	KLHDC2
uc003otl.2	KLHDC3
uc003otm.2	KLHDC3
uc003otn.2	KLHDC3
uc003oto.2	KLHDC3
uc010jyf.2	KLHDC3
uc002fkh.1	KLHDC4
uc002fki.2	KLHDC4
uc002fkj.2	KLHDC4
uc002fkk.2	KLHDC4
uc002fkl.2	KLHDC4
uc010cht.1	KLHDC4
uc010chu.1	KLHDC4
uc001rij.2	KLHL42
uc009zjj.2	KLHL42
uc001bax.2	KLHDC7A
uc009vpg.2	KLHDC7A
uc003bmi.2	KLHDC7B
uc001hcf.1	KLHDC8A
uc001hcg.1	KLHDC8A
uc010prg.1	KLHDC8A
uc003cwh.2	KLHDC8B
uc003cwi.1	KLHDC8B
uc001fxq.2	KLHDC9
uc001fxr.2	KLHDC9
uc001fxs.2	KLHDC9
uc010cxr.2	KLHL10
uc010wfv.1	KLHL10
uc010wfw.1	KLHL10
uc002hyf.1	KLHL11
uc001gym.1	KLHL12
uc001gyn.1	KLHL12
uc001gyo.1	KLHL12
uc009xah.1	KLHL12
uc010pqc.1	KLHL12
uc004eqk.2	KLHL13
uc004eql.2	KLHL13
uc004eqm.2	KLHL13
uc011mtn.1	KLHL13
uc011mto.1	KLHL13
uc011mtp.1	KLHL13
uc011mtq.1	KLHL13
uc002kxm.1	KLHL14
uc010dmd.1	KLHL14
uc004dba.3	KLHL15
uc001aca.1	KLHL17
uc001acb.1	KLHL17
uc001acc.1	KLHL17
uc010nya.1	KLHL17
uc010nyb.1	KLHL17
uc003crb.2	KLHL18
uc003crc.2	KLHL18
uc003crd.2	KLHL18
uc010hjq.1	KLHL18
uc011bav.1	KLHL18
uc001vip.2	KLHL1
uc010thm.1	KLHL1
uc001gjc.2	KLHL20
uc001gjd.2	KLHL20
uc009wwf.2	KLHL20
uc010pmr.1	KLHL20
uc001anz.1	KLHL21
uc001aoa.2	KLHL21
uc009vme.2	KLHL21
uc002zsl.1	KLHL22
uc002zsm.1	KLHL22
uc011ahr.1	KLHL22
uc002ufh.1	KLHL23
uc002ufi.1	KLHL23
uc003flv.2	KLHL24
uc003flw.2	KLHL24
uc003flx.2	KLHL24
uc002bly.2	KLHL25
uc002njz.1	KLHL26
uc001wvq.2	KLHL28
uc001wvr.2	KLHL28
uc001wvt.3	KLHL28
uc002ref.2	KLHL29
uc002reg.2	KLHL29
uc010ykg.1	KLHL29
uc010ykh.1	KLHL29
uc003irb.2	KLHL2
uc003irc.2	KLHL2
uc010ira.2	KLHL2
uc011cjm.1	KLHL2
uc002vxr.1	KLHL30
uc003pcb.3	KLHL31
uc003poy.2	KLHL32
uc003poz.2	KLHL32
uc003ppa.2	KLHL32
uc010kcm.1	KLHL32
uc011ead.1	KLHL32
uc011eae.1	KLHL32
uc010tli.1	KLHL33
uc004czz.1	KLHL34
uc001owm.1	KLHL35
uc002fig.2	KLHL36
uc010chl.2	KLHL36
uc003yqs.1	KLHL38
uc003lbr.3	KLHL3
uc003lbs.1	KLHL3
uc010jek.2	KLHL3
uc010jel.1	KLHL3
uc010jem.1	KLHL3
uc010jen.1	KLHL3
uc011cyc.1	KLHL3
uc011cyd.1	KLHL3
uc004efa.2	KLHL4
uc004efb.2	KLHL4
uc003gtp.2	KLHL5
uc003gtq.2	KLHL5
uc003gtr.1	KLHL5
uc003gts.2	KLHL5
uc003gtt.2	KLHL5
uc003flr.2	KLHL6
uc003fls.1	KLHL6
uc003flt.1	KLHL6
uc010hxk.1	KLHL6
uc003svp.2	KLHL7
uc003svq.2	KLHL7
uc003svr.3	KLHL7
uc003svs.3	KLHL7
uc003svt.2	KLHL7
uc011jys.1	KLHL7
uc011jyt.1	KLHL7
uc011jyu.1	KLHL7
uc011jyv.1	KLHL7
uc003hql.1	KLHL8
uc003hqm.1	KLHL8
uc003hqn.1	KLHL8
uc010ikj.1	KLHL8
uc011cdb.1	KLHL8
uc003zow.2	KLHL9
uc003zox.2	KLHL9
uc003zoy.2	KLHL9
uc002puy.2	KLK10
uc002puz.2	KLK10
uc002pva.2	KLK10
uc002pvb.1	KLK11
uc002pvc.3	KLK11
uc002pvd.1	KLK11
uc002pve.1	KLK11
uc002pvf.1	KLK11
uc010eom.2	KLK11
uc002pvg.1	KLK12
uc002pvh.1	KLK12
uc002pvi.1	KLK12
uc002pvj.1	KLK12
uc010ycp.1	KLK12
uc010ycq.1	KLK12
uc010ycr.1	KLK12
uc010ycs.1	KLK12
uc002pvl.2	KLK13
uc002pvm.2	KLK13
uc002pvn.2	KLK13
uc002pvo.2	KLK13
uc002pvp.2	KLK13
uc002pvq.2	KLK13
uc002pvr.2	KLK13
uc010eon.2	KLK13
uc010eoo.2	KLK13
uc002pvs.1	KLK14
uc002ptl.2	KLK15
uc002ptm.2	KLK15
uc002ptn.2	KLK15
uc002pto.2	KLK15
uc010eod.2	KLK15
uc010ych.1	KLK15
uc010yci.1	KLK15
uc002ptk.1	KLK1
uc010ycg.1	KLK1
uc002ptt.2	KLK2
uc002ptu.2	KLK2
uc002ptv.2	KLK2
uc010eog.2	KLK2
uc010eoh.2	KLK2
uc010yck.1	KLK2
uc010ycl.1	KLK2
uc010ycm.1	KLK2
uc002ptp.1	KLK3
uc002ptr.1	KLK3
uc002pts.1	KLK3
uc010eof.1	KLK3
uc010ycj.1	KLK3
uc002pty.1	KLK4
uc002ptz.1	KLK4
uc002pua.1	KLK4
uc002pub.1	KLK4
uc002puc.1	KLK4
uc002pud.1	KLK4
uc010eoi.1	KLK4
uc002pue.2	KLK5
uc002puf.2	KLK5
uc002pug.2	KLK5
uc002puh.2	KLK6
uc002pui.2	KLK6
uc002puj.2	KLK6
uc002pul.2	KLK6
uc002pum.2	KLK6
uc010eoj.2	KLK6
uc010ycn.1	KLK6
uc002puo.2	KLK7
uc002pup.2	KLK7
uc010eok.2	KLK7
uc010yco.1	KLK7
uc002puq.1	KLK8
uc002pur.1	KLK8
uc002pus.1	KLK8
uc002put.1	KLK8
uc002puu.1	KLK8
uc002puv.1	KLK9
uc002puw.1	KLK9
uc002pux.1	KLK9
uc010eol.1	KLK9
uc003iyy.2	KLKB1
uc011clc.1	KLKB1
uc011cld.1	KLKB1
uc002ptw.2	KLKP1
uc002ptx.2	KLKP1
uc002rwi.1	PPP1R21
uc002rwj.2	PPP1R21
uc002rwk.2	PPP1R21
uc002rwl.2	PPP1R21
uc002rwm.2	PPP1R21
uc010yok.1	PPP1R21
uc010sgt.1	KLRB1
uc001qyl.2	KLRC1
uc001qym.2	KLRC1
uc001qyn.2	KLRC1
uc001qyo.2	KLRC1
uc009zhm.1	KLRC1
uc001qyk.2	KLRC2
uc010she.1	KLRC2
uc001qyf.2	KLRC3
uc001qyh.2	KLRC3
uc001qyi.1	KLRC3
uc010shc.1	KLRC3
uc010shd.1	KLRC3
uc001qye.2	KLRC4
uc001qxw.3	KLRD1
uc001qxx.3	KLRD1
uc001qxy.3	KLRD1
uc001qxz.3	KLRD1
uc009zhh.2	KLRD1
uc009zhi.2	KLRD1
uc001qwm.2	KLRF1
uc009zgw.2	KLRF1
uc009zgx.2	KLRF1
uc009zgy.2	KLRF1
uc009zgz.2	KLRF1
uc009zha.2	KLRF1
uc010sgw.1	KLRF1
uc001qvg.2	KLRG1
uc001qvh.2	KLRG1
uc003vvb.2	KLRG2
uc010lnc.2	KLRG2
uc001qyb.2	KLRK1
uc001qyc.2	KLRK1
uc001qyd.2	KLRK1
uc009zhj.2	KLRK1
uc009zhk.2	KLRK1
uc001uur.1	KL
uc001uus.2	KL
uc001hyy.2	KMO
uc009xgo.1	KMO
uc009xgp.2	KMO
uc001cpy.2	KNCN
uc009vyh.1	KNCN
uc001llz.1	KNDC1
uc001lma.1	KNDC1
uc001lmb.1	KNDC1
uc003fqr.2	KNG1
uc011bsa.1	KNG1
uc001ucv.2	KNTC1
uc010taf.1	KNTC1
uc003efb.1	KPNA1
uc003efc.1	KPNA1
uc003efd.1	KPNA1
uc003efe.2	KPNA1
uc010hrh.2	KPNA1
uc011bjr.1	KPNA1
uc002jgk.2	KPNA2
uc002jgl.2	KPNA2
uc001vdj.2	KPNA3
uc003fdn.2	KPNA4
uc003pxh.2	KPNA5
uc001bug.2	KPNA6
uc001buh.2	KPNA6
uc009vtz.2	KPNA6
uc010ogx.1	KPNA6
uc010ogy.1	KPNA6
uc010lft.2	KPNA7
uc002ilt.1	KPNB1
uc010wkw.1	KPNB1
uc010wkx.1	KPNB1
uc001fal.1	KPRP
uc002pgy.2	KPTN
uc010xys.1	KPTN
uc001rgp.1	KRAS
uc001rgq.1	KRAS
uc001rgr.2	KRAS
uc003wfz.2	KRBA1
uc003wga.2	KRBA1
uc003wgb.2	KRBA1
uc010lpj.2	KRBA1
uc002glf.1	KRBA2
uc002glg.1	KRBA2
uc002sso.1	KRCC1
uc002ssp.1	KRCC1
uc003ael.2	KREMEN1
uc011akm.1	KREMEN1
uc011akn.1	KREMEN1
uc002csg.2	KREMEN2
uc002csh.2	KREMEN2
uc002csi.2	KREMEN2
uc010bsw.1	KREMEN2
uc010bsx.2	KREMEN2
uc010uwl.1	KREMEN2
uc002mow.1	KRI1
uc002mox.1	KRI1
uc002moy.1	KRI1
uc003ulq.1	KRIT1
uc003ulr.1	KRIT1
uc003uls.1	KRIT1
uc003ult.1	KRIT1
uc003ulu.1	KRIT1
uc003ulv.1	KRIT1
uc010lev.1	KRIT1
uc001sxt.2	KRR1
uc009zsc.2	KRR1
uc010stx.1	KRR1
uc002hvi.2	KRT10
uc010cxd.2	KRT10
uc002hvk.2	KRT12
uc002hwu.1	KRT13
uc002hwv.1	KRT13
uc002hww.2	KRT13
uc002hwx.1	KRT13
uc010cxo.2	KRT13
uc010wfr.1	KRT13
uc002hxf.1	KRT14
uc010cxp.1	KRT14
uc002hwy.2	KRT15
uc002hwz.2	KRT15
uc002hxa.2	KRT15
uc002hxb.1	KRT15
uc002hxg.3	KRT16
uc002hxh.2	KRT17
uc010wft.1	KRT17
uc001sbe.2	KRT18
uc001sbf.1	KRT18
uc001sbg.2	KRT18
uc009zmn.1	KRT18
uc009zmo.2	KRT18
uc002hxd.3	KRT19
uc001sau.1	KRT1
uc001sav.1	KRT1
uc002hvl.2	KRT20
uc002hvb.2	KRT222
uc002hvc.2	KRT222
uc010cxc.2	KRT222
uc010wfk.1	KRT222
uc002hvm.1	KRT23
uc002hvn.1	KRT23
uc010cxf.1	KRT23
uc010cxg.2	KRT23
uc010wfl.1	KRT23
uc002hvd.2	KRT24
uc002hve.2	KRT25
uc002hvf.2	KRT26
uc002hvg.2	KRT27
uc002hvh.1	KRT28
uc001sat.2	KRT2
uc002hwn.2	KRT31
uc010cxn.2	KRT31
uc002hwr.2	KRT32
uc002hwk.1	KRT33A
uc002hwl.2	KRT33B
uc002hwm.2	KRT34
uc002hws.2	KRT35
uc002hwt.2	KRT36
uc002hwp.1	KRT37
uc002hwq.1	KRT38
uc002hvo.1	KRT39
uc010wfm.1	KRT39
uc001say.2	KRT3
uc002hvq.1	KRT40
uc010cxh.1	KRT40
uc001saz.2	KRT4
uc001san.2	KRT5
uc009zmh.2	KRT5
uc001sam.2	KRT6A
uc001sak.2	KRT6B
uc001sal.3	KRT6C
uc001sao.2	KRT71
uc001saq.2	KRT72
uc001sar.2	KRT72
uc010sns.1	KRT72
uc010snt.1	KRT72
uc001sas.2	KRT73
uc001sap.1	KRT74
uc001saj.2	KRT75
uc001sax.2	KRT76
uc001saw.2	KRT77
uc009zmi.2	KRT77
uc001sbc.1	KRT78
uc001sba.2	KRT79
uc001sbb.2	KRT79
uc001saa.1	KRT7
uc009zmf.1	KRT7
uc001rzw.2	KRT80
uc001rzx.2	KRT80
uc001rzy.2	KRT80
uc001sab.2	KRT81
uc001sac.2	KRT81
uc001sai.1	KRT82
uc001saf.2	KRT83
uc001sah.1	KRT84
uc001sag.2	KRT85
uc001sad.2	KRT86
uc009zmg.2	KRT86
uc010snq.1	KRT86
uc001sbd.2	KRT8
uc009zmj.2	KRT8
uc009zmk.1	KRT8
uc009zml.1	KRT8
uc009zmm.1	KRT8
uc002hxe.3	KRT9
uc002hvw.1	KRTAP1-1
uc002hvv.2	KRTAP1-3
uc002hvu.2	KRTAP1-5
uc002zfq.2	KRTAP10-10
uc002zfr.3	KRTAP10-11
uc002zfw.1	KRTAP10-12
uc002zfh.1	KRTAP10-1
uc002zfi.1	KRTAP10-2
uc002zfj.1	KRTAP10-3
uc002zfk.1	KRTAP10-4
uc002zfl.1	KRTAP10-5
uc002zfm.2	KRTAP10-6
uc002zfn.3	KRTAP10-7
uc002zfo.1	KRTAP10-8
uc002zfp.3	KRTAP10-9
uc002yov.2	KRTAP11-1
uc002zfv.2	KRTAP12-1
uc002zfu.2	KRTAP12-2
uc002zft.2	KRTAP12-3
uc002zfs.1	KRTAP12-4
uc002yoa.2	KRTAP13-1
uc002ynz.3	KRTAP13-2
uc002yob.1	KRTAP13-3
uc011acw.1	KRTAP13-4
uc002yod.2	KRTAP15-1
uc002hwj.2	KRTAP17-1
uc011acx.1	KRTAP19-1
uc011acy.1	KRTAP19-2
uc002yog.1	KRTAP19-3
uc011acz.1	KRTAP19-4
uc011ada.1	KRTAP19-5
uc002yok.1	KRTAP19-6
uc011adb.1	KRTAP19-7
uc010glt.2	KRTAP19-8
uc010cxi.2	KRTAP2-1
uc010cxj.2	KRTAP2-2
uc002hvy.2	KRTAP2-4
uc011ade.1	KRTAP20-1
uc011adg.1	KRTAP20-2
uc010gls.1	KRTAP20-3
uc011adi.1	KRTAP21-1
uc011adh.1	KRTAP21-2
uc011add.1	KRTAP22-1
uc002yny.1	KRTAP23-1
uc002ynv.2	KRTAP24-1
uc010glr.1	KRTAP25-1
uc002ynw.2	KRTAP26-1
uc002ynx.1	KRTAP27-1
uc002hvt.1	KRTAP3-1
uc002hvs.2	KRTAP3-2
uc002hvr.1	KRTAP3-3
uc002hvz.2	KRTAP4-11
uc002hwa.2	KRTAP4-12
uc002hwe.3	KRTAP4-1
uc010cxm.1	KRTAP4-1
uc002hwd.2	KRTAP4-2
uc010cxl.2	KRTAP4-3
uc002hwc.2	KRTAP4-4
uc002hwb.2	KRTAP4-5
uc010wfn.1	KRTAP4-7
uc010wfo.1	KRTAP4-8
uc010wfp.1	KRTAP4-9
uc001oqt.1	KRTAP5-10
uc001oqu.2	KRTAP5-11
uc001ltu.1	KRTAP5-1
uc001ltv.2	KRTAP5-2
uc001ltw.1	KRTAP5-3
uc009ycy.1	KRTAP5-4
uc001lty.2	KRTAP5-5
uc001lua.2	KRTAP5-6
uc001oqq.1	KRTAP5-7
uc001oqr.1	KRTAP5-8
uc001oqs.1	KRTAP5-9
uc002yop.2	KRTAP6-1
uc011adc.1	KRTAP6-2
uc002yom.2	KRTAP6-3
uc011adj.1	KRTAP7-1
uc002you.2	KRTAP8-1
uc002hwf.2	KRTAP9-2
uc002hwi.2	KRTAP9-4
uc002hwh.3	KRTAP9-8
uc010wfq.1	KRTAP9-9
uc001fho.2	KRTCAP2
uc001fhp.1	KRTCAP2
uc002rks.2	KRTCAP3
uc002rkt.2	KRTCAP3
uc010ylr.1	KRTCAP3
uc002nzh.2	KRTDAP
uc002gzj.1	KSR1
uc002gzl.1	KSR1
uc002gzm.2	KSR1
uc002gzn.2	KSR1
uc002gzo.1	KSR1
uc010crg.2	KSR1
uc001two.2	KSR2
uc003ecm.2	POGLUT1
uc011biz.1	POGLUT1
uc011bja.1	POGLUT1
uc001ctj.1	KTI12
uc001xcb.2	KTN1
uc001xcc.2	KTN1
uc001xcd.2	KTN1
uc001xce.2	KTN1
uc001xcf.1	KTN1
uc001xcg.2	KTN1
uc010aoq.2	KTN1
uc010trb.1	KTN1
uc010trc.1	KTN1
uc002tvk.2	KYNU
uc002tvl.2	KYNU
uc010fnm.2	KYNU
uc003eqr.1	KY
uc003eqs.1	KY
uc010hty.2	KY
uc011blw.1	KY
uc011blx.1	KY
uc004fjb.2	L1CAM
uc004fjc.2	L1CAM
uc004fjd.1	L1CAM
uc004fje.1	L1CAM
uc010nuo.2	L1CAM
uc001dae.3	L1TD1
uc001wxu.2	L2HGDH
uc010tqn.1	L2HGDH
uc010tqo.1	L2HGDH
uc003azn.2	L3MBTL2
uc003azo.2	L3MBTL2
uc010gyi.1	L3MBTL2
uc003qbt.2	L3MBTL3
uc003qbu.2	L3MBTL3
uc002kmy.3	L3MBTL4
uc002kmz.3	L3MBTL4
uc010dkt.2	L3MBTL4
uc002xkl.2	L3MBTL1
uc002xkm.2	L3MBTL1
uc002xkn.1	L3MBTL1
uc002xko.2	L3MBTL1
uc002xkp.2	L3MBTL1
uc010ggk.1	L3MBTL1
uc010ggl.2	L3MBTL1
uc010zwh.1	L3MBTL1
uc003psj.2	LACE1
uc001sgi.1	LACRT
uc003xyp.2	LACTB2
uc011lfd.1	LACTB2
uc002alv.2	LACTB
uc002alw.2	LACTB
uc001gwm.2	LAD1
uc009wzu.1	LAD1
uc001qqs.2	LAG3
uc001qqt.3	LAG3
uc001qqu.2	LAG3
uc004fln.1	LAGE3
uc002qfk.1	LAIR1
uc002qfl.1	LAIR1
uc002qfm.1	LAIR1
uc002qfn.1	LAIR1
uc002qfo.2	LAIR1
uc010yex.1	LAIR1
uc002qga.1	LAIR2
uc002qgb.1	LAIR2
uc002qgc.2	LAIR2
uc002qgd.2	LAIR2
uc010erl.2	LAIR2
uc001rrt.2	LALBA
uc002knk.2	LAMA1
uc002knl.2	LAMA1
uc002knm.2	LAMA1
uc010wzj.1	LAMA1
uc003qbn.2	LAMA2
uc003qbo.2	LAMA2
uc002kuq.2	LAMA3
uc002kur.2	LAMA3
uc002kus.3	LAMA3
uc002kut.3	LAMA3
uc010dlv.1	LAMA3
uc003pvt.2	LAMA4
uc003pvu.2	LAMA4
uc003pvv.2	LAMA4
uc003pvw.2	LAMA4
uc010kdz.1	LAMA4
uc010kea.1	LAMA4
uc002ycq.2	LAMA5
uc003veu.2	LAMB1
uc003vev.2	LAMB1
uc003vew.2	LAMB1
uc003vex.2	LAMB1
uc010ljn.1	LAMB1
uc003cwe.2	LAMB2
uc003cwf.1	LAMB2
uc001hhg.2	LAMB3
uc001hhh.2	LAMB3
uc009xco.2	LAMB3
uc009xcp.1	LAMB3
uc010psl.1	LAMB3
uc003vey.2	LAMB4
uc010ljo.1	LAMB4
uc010ljp.1	LAMB4
uc001gpx.2	LAMC1
uc001gpy.3	LAMC1
uc001gpz.3	LAMC2
uc001gqa.2	LAMC2
uc010poa.1	LAMC2
uc004caa.1	LAMC3
uc010mze.1	LAMC3
uc001vtm.1	LAMP1
uc010tka.1	LAMP1
uc004ess.3	LAMP2
uc004est.3	LAMP2
uc010nqp.1	LAMP2
uc011mtz.1	LAMP2
uc011mua.1	LAMP2
uc003flh.3	LAMP3
uc002ved.2	LANCL1
uc010fuq.2	LANCL1
uc010zjh.1	LANCL1
uc003tqp.2	LANCL2
uc004ddp.1	LANCL3
uc011mkd.1	LANCL3
uc003gph.1	LAP3
uc010ieg.2	LAP3
uc002rdm.2	LAPTM4A
uc002rdn.2	LAPTM4A
uc010yjx.1	LAPTM4A
uc003yia.2	LAPTM4B
uc010mbg.2	LAPTM4B
uc001bsc.2	LAPTM5
uc003and.3	LARGE
uc003ane.3	LARGE
uc010gwp.2	LARGE
uc010gwq.1	LARGE
uc011amd.1	LARGE
uc011ame.1	LARGE
uc011amf.1	LARGE
uc003ifw.1	LARP1B
uc003ifx.2	LARP1B
uc003ify.2	LARP1B
uc003ifz.1	LARP1B
uc003iga.2	LARP1B
uc003igb.1	LARP1B
uc003igc.2	LARP1B
uc003igd.2	LARP1B
uc003ige.2	LARP1B
uc003igf.2	LARP1B
uc010ioa.1	LARP1B
uc003lvo.2	LARP1
uc003lvp.2	LARP1
uc010jie.1	LARP1
uc001ifs.1	LARP4B
uc001rwm.2	LARP4
uc001rwn.2	LARP4
uc001rwo.1	LARP4
uc001rwp.1	LARP4
uc001rwq.1	LARP4
uc001rwr.1	LARP4
uc001rws.1	LARP4
uc001rwt.1	LARP4
uc009zlr.1	LARP4
uc002ass.2	LARP6
uc002ast.2	LARP6
uc003iay.2	LARP7
uc003iaz.2	LARP7
uc003iba.2	LARP7
uc003ibb.2	LARP7
uc003cop.1	LARS2
uc010hit.1	LARS2
uc003lnw.1	LARS
uc003lnx.1	LARS
uc011dbq.1	LARS
uc011dbr.1	LARS
uc011dbs.1	LARS
uc004dvy.1	LAS1L
uc004dvz.1	LAS1L
uc004dwa.1	LAS1L
uc004dwc.1	LAS1L
uc004dwd.1	LAS1L
uc002hra.2	LASP1
uc010cvq.2	LASP1
uc010wdy.1	LASP1
uc010wdz.1	LASP1
uc002nkj.2	CERS1
uc010ebx.2	CERS1
uc001evy.2	CERS2
uc001evz.2	CERS2
uc009wmh.2	CERS2
uc002bvz.2	CERS3
uc002bwa.2	CERS3
uc002bwb.2	CERS3
uc002mjg.2	CERS4
uc002mjh.2	CERS4
uc002mji.2	CERS4
uc010dvz.2	CERS4
uc001rwc.2	CERS5
uc001rwd.3	CERS5
uc001rwe.3	CERS5
uc001rwf.3	CERS5
uc010smq.1	CERS5
uc002ueb.1	CERS6
uc002uec.1	CERS6
uc003uag.2	LAT2
uc003uah.2	LAT2
uc003uai.2	LAT2
uc010lbo.2	LAT2
uc003qmu.1	LATS1
uc003qmv.1	LATS1
uc003qmw.2	LATS1
uc010kif.1	LATS1
uc010kig.1	LATS1
uc001unr.3	LATS2
uc009zzs.2	LATS2
uc002dsb.2	LAT
uc002dsc.2	LAT
uc002dsd.2	LAT
uc010vdj.1	LAT
uc010vdk.1	LAT
uc010vdl.1	LAT
uc001haa.2	LAX1
uc001hab.2	LAX1
uc010pql.1	LAX1
uc001plp.1	LAYN
uc001plq.1	LAYN
