Transcript	Gene
uc003eah.1	SPICE1
uc003eai.1	SPICE1
uc011bie.1	SPICE1
uc010svw.1	CCDC53
uc010svx.1	CCDC53
uc010svy.1	CCDC53
uc010svz.1	CCDC53
uc003dwi.1	CCDC54
uc002heu.2	NSRP1
uc002hev.2	NSRP1
uc002hex.2	NSRP1
uc010wbl.1	NSRP1
uc010wbm.1	NSRP1
uc002ibl.2	COA3
uc010wgz.1	COA3
uc002kdx.1	CCDC57
uc002kdy.2	CCDC57
uc002kdz.1	CCDC57
uc010dik.1	CCDC57
uc003eey.2	CCDC58
uc001szp.3	CCDC59
uc001txe.2	CCDC60
uc002pdw.2	CCDC61
uc001udc.2	CCDC62
uc001ude.2	CCDC62
uc001udf.2	CCDC62
uc010tah.1	CCDC62
uc001trv.1	CCDC63
uc001trw.1	CCDC63
uc009zvt.1	CCDC63
uc010sye.1	CCDC63
uc002cte.3	CCDC64B
uc002ctf.3	CCDC64B
uc010bta.1	CCDC64B
uc001txk.2	CCDC64
uc001txl.1	CCDC64
uc009zwv.1	CCDC64
uc010sze.1	CCDC64
uc010szf.1	CCDC64
uc001rso.2	CCDC65
uc003dhu.2	CCDC66
uc003dhv.2	CCDC66
uc003dhw.2	CCDC66
uc003dhx.2	CCDC66
uc003dhy.2	CCDC66
uc003dhz.2	CCDC66
uc003dia.2	CCDC66
uc001pdo.1	CCDC67
uc001pdp.2	CCDC67
uc001pdq.2	CCDC67
uc002lfs.2	CCDC68
uc002lft.2	CCDC68
uc003ltq.2	CCDC69
uc010jhu.2	CCDC69
uc011dcq.1	CCDC69
uc001jks.3	CCDC6
uc001vfu.3	CCDC70
uc003cwg.3	CCDC71
uc003cte.1	TMA7
uc001mtv.2	CCDC73
uc001mtw.1	CCDC73
uc009yjt.2	CCDC73
uc002tta.2	CCDC74A
uc002ttb.2	CCDC74A
uc010fnb.1	CCDC74A
uc002tqm.1	CCDC74B
uc002tqn.1	CCDC74B
uc010yzw.1	CCDC74B
uc010yzx.1	CCDC74B
uc002rpr.3	GPATCH11
uc010ezz.2	GPATCH11
uc001dsv.2	TRMT13
uc009wea.2	TRMT13
uc010ouf.1	TRMT13
uc001qig.2	CCDC77
uc009zdk.2	CCDC77
uc010sdp.1	CCDC77
uc010sdq.1	CCDC77
uc002cjf.2	CCDC78
uc002cjg.2	CCDC78
uc002cjh.2	CCDC78
uc002cji.3	CCDC78
uc002cjj.3	CCDC78
uc002cjk.2	CCDC78
uc010uuo.1	CCDC78
uc002eqc.1	CCDC79
uc002eqd.1	CCDC79
uc010viv.1	CCDC79
uc003dzf.2	CCDC80
uc003dzg.2	CCDC80
uc003dzh.1	CCDC80
uc011bhv.1	CCDC80
uc001pbw.1	CCDC81
uc001pbx.1	CCDC81
uc001pby.1	CCDC81
uc010rtq.1	CCDC81
uc001pfx.3	CCDC82
uc009ywp.2	CCDC82
uc009ywq.2	CCDC82
uc009ywr.2	CCDC82
uc009yws.2	CCDC82
uc009ywt.1	CCDC82
uc001pbg.1	CCDC83
uc001pbh.1	CCDC83
uc001pbi.1	CCDC83
uc001pbj.1	CCDC83
uc001pul.2	CCDC84
uc010ryk.1	CCDC84
uc010ryl.1	CCDC84
uc010rym.1	CCDC84
uc002rzn.2	CCDC85A
uc001ogf.2	CCDC85B
uc010avr.2	CCDC85C
uc001nqa.2	CCDC86
uc001nqb.2	CCDC86
uc001oiq.3	CCDC87
uc002rys.2	CCDC88A
uc002ryt.2	CCDC88A
uc002ryu.2	CCDC88A
uc002ryv.2	CCDC88A
uc002ryw.2	CCDC88A
uc010fbw.2	CCDC88A
uc010fby.1	CCDC88A
uc010fbz.2	CCDC88A
uc010yoz.1	CCDC88A
uc010ypa.1	CCDC88A
uc010ypb.1	CCDC88A
uc001nzy.2	CCDC88B
uc001nzz.1	CCDC88B
uc001oaa.2	CCDC88B
uc001oab.1	CCDC88B
uc001oac.2	CCDC88B
uc009ypo.1	CCDC88B
uc001xzi.2	CCDC88C
uc001xzj.2	CCDC88C
uc001xzl.3	CCDC88C
uc010aty.2	CCDC88C
uc010twk.1	CCDC88C
uc001pau.1	CCDC89
uc002pep.2	CCDC8
uc003nbd.2	MCUR1
uc010jpf.2	MCUR1
uc001pac.2	CCDC90B
uc001pad.2	CCDC90B
uc001pae.2	CCDC90B
uc001paf.2	CCDC90B
uc001rio.2	CCDC91
uc001rip.1	CCDC91
uc001riq.2	CCDC91
uc001rir.2	CCDC91
uc009zjk.2	CCDC91
uc009zjl.2	CCDC91
uc001ufv.1	CCDC92
uc001ufw.1	CCDC92
uc001ufx.1	CCDC92
uc001ufy.1	CCDC92
uc002tlj.2	CCDC93
uc010fld.1	CCDC93
uc002lzv.3	CCDC94
uc003gjv.2	CCDC96
uc002oqg.2	CCDC97
uc003mae.3	SPDL1
uc010jjj.2	SPDL1
uc010jjk.2	SPDL1
uc011deq.1	SPDL1
uc010xym.1	CCDC9
uc003nsp.3	CCHCR1
uc003nsq.3	CCHCR1
uc003nsr.3	CCHCR1
uc010jsk.1	CCHCR1
uc011dne.1	CCHCR1
uc003zzb.3	CCIN
uc003gse.1	CCKAR
uc001mcp.2	CCKBR
uc001mcq.2	CCKBR
uc001mcr.2	CCKBR
uc001mcs.2	CCKBR
uc001mct.1	CCKBR
uc003clc.1	CCK
uc003cld.1	CCK
uc011azk.1	CCK
uc002hia.1	CCL11
uc002hic.2	CCL13
uc002hkn.2	CCL14
uc010wcq.1	CCL14
uc010wcr.1	CCL14
uc010wcu.1	CCL15
uc002hkl.2	CCL16
uc002hkm.2	CCL16
uc002elj.1	CCL17
uc010ccz.1	CCL17
uc002hku.2	CCL18
uc003zvn.2	CCL19
uc010mkf.2	CCL19
uc002hid.1	CCL1
uc002vpl.2	CCL20
uc002vpm.2	CCL20
uc003zvo.2	CCL21
uc002elh.2	CCL22
uc002hks.1	CCL23
uc002hkt.1	CCL23
uc011kga.1	CCL24
uc002mjc.3	CCL25
uc002mjd.2	CCL25
uc010dvy.1	CCL25
uc003udt.1	CCL26
uc003zvm.1	CCL27
uc003jns.2	CCL28
uc003jnt.2	CCL28
uc003jnu.2	CCL28
uc010ivn.2	CCL28
uc002hhy.2	CCL2
uc002hlf.2	CCL3L1
uc002kig.1	CCL3L1
uc002hle.2	CCL3L3
uc002kif.1	CCL3L3
uc002hkv.2	CCL3
uc002hlh.1	CCL4L2
uc002hli.1	CCL4L2
uc002hlj.1	CCL4L2
uc002hlw.2	CCL4L2
uc002hlx.2	CCL4L2
uc002hly.1	CCL4L2
uc010cuj.2	CCL4L2
uc010cuk.1	CCL4L2
uc010cuo.1	CCL4L2
uc002hkw.1	CCL4
uc002hkx.1	CCL4
uc002hkf.2	CCL5
uc002hhz.2	CCL7
uc010ctf.2	CCL7
uc002hib.2	CCL8
uc003tmn.2	CCM2
uc003tmo.2	CCM2
uc003tmp.2	CCM2
uc003tmq.2	CCM2
uc003tmr.2	CCM2
uc003tms.2	CCM2
uc011kcb.1	CCM2
uc011kcc.1	CCM2
uc001uvr.3	CCNA1
uc001uvs.3	CCNA1
uc010abp.2	CCNA1
uc010abq.2	CCNA1
uc010abr.2	CCNA1
uc010teo.1	CCNA1
uc003iec.3	CCNA2
uc001vwv.2	CCNB1IP1
uc001vww.2	CCNB1IP1
uc001vwx.2	CCNB1IP1
uc001vwy.2	CCNB1IP1
uc001vwz.2	CCNB1IP1
uc010ahh.1	CCNB1IP1
uc003jvm.2	CCNB1
uc010ixb.2	CCNB1
uc011crd.1	CCNB1
uc002afz.2	CCNB2
uc010bge.2	CCNB2
uc004dox.3	CCNB3
uc004doy.2	CCNB3
uc004doz.2	CCNB3
uc004dpa.2	CCNB3
uc010njq.2	CCNB3
uc003pqd.2	CCNC
uc003pqe.2	CCNC
uc003pqf.2	CCNC
uc010kcr.2	CCNC
uc010kcs.2	CCNC
uc011eah.1	CCNC
uc001opa.2	CCND1
uc001qmo.2	CCND2
uc003orm.2	CCND3
uc003orn.2	CCND3
uc003oro.2	CCND3
uc003orp.2	CCND3
uc011duk.1	CCND3
uc011dul.1	CCND3
uc011dum.1	CCND3
uc001zqu.2	CCNDBP1
uc001zqv.2	CCNDBP1
uc001zqw.2	CCNDBP1
uc001zqx.2	CCNDBP1
uc001zqy.2	CCNDBP1
uc010bdb.2	CCNDBP1
uc010bdc.2	CCNDBP1
uc010bdd.2	CCNDBP1
uc010udl.1	CCNDBP1
uc002nsn.2	CCNE1
uc002nso.2	CCNE1
uc002nsp.2	CCNE1
uc003yhc.2	CCNE2
uc003yhd.2	CCNE2
uc002cqd.1	CCNF
uc002cqe.1	CCNF
uc003lzb.2	CCNG1
uc003lzc.2	CCNG1
uc011dek.1	CCNG1
uc011del.1	CCNG1
uc003hkn.3	CCNG2
uc003hkp.3	CCNG2
uc003hkq.3	CCNG2
uc011ccc.1	CCNG2
uc003kiy.1	CCNH
uc003kiz.1	CCNH
uc003kja.2	CCNH
uc003kjb.2	CCNH
uc003kxq.1	CCNI2
uc011cxg.1	CCNI2
uc011cxh.1	CCNI2
uc003hkm.2	CCNI
uc011ccb.1	CCNI
uc003lyb.1	CCNJL
uc003lyc.1	CCNJL
uc011dee.1	CCNJL
uc011def.1	CCNJL
uc001klm.2	CCNJ
uc001kln.2	CCNJ
uc010qoq.1	CCNJ
uc001ygg.3	CCNK
uc001ygi.3	CCNK
uc003fbd.1	CCNL1
uc003fbe.2	CCNL1
uc003fbf.2	CCNL1
uc003fbg.2	CCNL1
uc003fbi.1	CCNL1
uc011bor.1	CCNL1
uc001aff.1	CCNL2
uc001afg.1	CCNL2
uc001afh.2	CCNL2
uc001afi.2	CCNL2
uc001afj.2	CCNL2
uc001afk.2	CCNL2
uc010nym.1	CCNL2
uc003jpv.2	CCNO
uc003jpw.2	CCNO
uc001rse.1	CCNT1
uc009zkz.1	CCNT1
uc002tub.1	CCNT2
uc002tuc.1	CCNT2
uc002tud.1	CCNT2
uc010zbf.1	CCNT2
uc002vch.2	CCNYL1
uc002vci.2	CCNYL1
uc001iyu.3	CCNY
uc001iyv.3	CCNY
uc001iyw.3	CCNY
uc001iyx.3	CCNY
uc009xmb.2	CCNY
uc010qet.1	CCNY
uc002acu.1	CCPG1
uc002acv.1	CCPG1
uc002acw.1	CCPG1
uc002acx.2	CCPG1
uc002acy.2	CCPG1
uc002acz.1	CCPG1
uc010bfk.1	CCPG1
uc002iax.3	CCR10
uc003cph.1	CCR1
uc003cpm.3	CCR2
uc003cpn.3	CCR2
uc003cpg.1	CCR3
uc003cpi.1	CCR3
uc003cpj.1	CCR3
uc003cpk.1	CCR3
uc003cpl.1	CCR3
uc010hjb.1	CCR3
uc003cfg.1	CCR4
uc003cpo.3	CCR5
uc010hjd.2	CCR5
uc003qvl.2	CCR6
uc003qvm.3	CCR6
uc003qvn.3	CCR6
uc010kkm.2	CCR6
uc002huw.2	CCR7
uc003cjm.2	CCR8
uc010hhr.2	CCR8
uc003coz.1	CCR9
uc003cpa.1	CCR9
uc010hiv.1	CCR9
uc003eow.2	ACKR4
uc003eox.2	ACKR4
uc003cpp.3	CCRL2
uc010hjf.2	CCRL2
uc010hjg.2	CCRL2
uc003ihk.1	NOCT
uc003ihl.2	NOCT
uc001oir.2	CCS
uc001ois.2	CCS
uc001svb.1	CCT2
uc009zrm.1	CCT2
uc009zrn.1	CCT2
uc010stl.1	CCT2
uc001fol.1	CCT3
uc001fom.1	CCT3
uc001fon.1	CCT3
uc010phj.1	CCT3
uc010phk.1	CCT3
uc010phl.1	CCT3
uc002sbo.2	CCT4
uc010ypp.1	CCT4
uc010ypq.1	CCT4
uc010ypr.1	CCT4
uc010yps.1	CCT4
uc003jeq.2	CCT5
uc003jer.2	CCT5
uc010its.2	CCT5
uc011cmq.1	CCT5
uc011cmr.1	CCT5
uc011cms.1	CCT5
uc011cmt.1	CCT5
uc003trl.1	CCT6A
uc003trm.1	CCT6A
uc011kcu.1	CCT6A
uc002hig.2	CCT6B
uc010ctg.2	CCT6B
uc010wcc.1	CCT6B
uc002siz.2	CCT7
uc002sja.2	CCT7
uc010feu.2	CCT7
uc010yrf.1	CCT7
uc010yrg.1	CCT7
uc010yrh.1	CCT7
uc010yri.1	CCT7
uc002zlp.1	CCT8L2
uc002ymz.2	CCT8
uc002yna.2	CCT8
uc002ynb.2	CCT8
uc002ync.2	CCT8
uc010glm.2	CCT8
uc011acp.1	CCT8
uc011acq.1	CCT8
uc009whd.2	CD101
uc010oxb.1	CD101
uc010oxc.1	CD101
uc010oxd.1	CD101
uc003php.2	CD109
uc003phq.2	CD109
uc010kaz.2	CD109
uc010kba.2	CD109
uc003lgi.1	CD14
uc003lgj.1	CD14
uc001lrx.2	CD151
uc001lry.2	CD151
uc001lrz.2	CD151
uc001lsa.2	CD151
uc001lsb.2	CD151
uc001eol.1	CD160
uc001eom.1	CD160
uc010oyz.1	CD160
uc001qsy.2	CD163L1
uc010sge.1	CD163L1
uc001qsz.3	CD163
uc001qta.3	CD163
uc009zfw.2	CD163
uc001boc.2	CD164L2
uc003ptd.2	CD164
uc003pte.2	CD164
uc003ptf.2	CD164
uc010kdn.2	CD164
uc011eap.1	CD164
uc002owi.2	CD177
uc002owj.2	CD177
uc010eis.2	CD177
uc003juy.2	CD180
uc002drs.2	CD19
uc010byo.1	CD19
uc001frt.2	CD1A
uc001frw.2	CD1B
uc001frx.2	CD1B
uc010pic.1	CD1B
uc001fru.2	CD1C
uc001frv.2	CD1C
uc001frr.2	CD1D
uc009wsr.1	CD1D
uc009wss.2	CD1D
uc009wst.1	CD1D
uc001fry.2	CD1E
uc001frz.2	CD1E
uc001fsa.2	CD1E
uc001fsc.2	CD1E
uc001fsd.2	CD1E
uc001fse.2	CD1E
uc001fsf.2	CD1E
uc001fsg.2	CD1E
uc001fsh.2	CD1E
uc001fsi.2	CD1E
uc001fsj.2	CD1E
uc001fsk.2	CD1E
uc009wsv.2	CD1E
uc009wsw.2	CD1E
uc010pid.1	CD1E
uc010pie.1	CD1E
uc010pif.1	CD1E
uc010pig.1	CD1E
uc003dzi.1	CD200R1L
uc010hqf.1	CD200R1L
uc011bhw.1	CD200R1L
uc003dzj.1	CD200R1
uc003dzk.1	CD200R1
uc003dzl.1	CD200R1
uc003dzm.1	CD200R1
uc011bhx.1	CD200R1
uc003dyw.2	CD200
uc003dyx.2	CD200
uc003dyy.2	CD200
uc003dyz.2	CD200
uc010hqd.1	CD200
uc002shg.2	CD207
uc002mhq.2	CD209
uc002mhr.2	CD209
uc002mhs.2	CD209
uc002mht.2	CD209
uc002mhu.2	CD209
uc002mhv.2	CD209
uc002mhw.2	CD209
uc002mhx.2	CD209
uc010dvp.2	CD209
uc010dvq.2	CD209
uc010dvr.2	CD209
uc010xju.1	CD209
uc002lkm.3	CD226
uc010dqo.2	CD226
uc002nzb.3	CD22
uc010edt.2	CD22
uc010edu.2	CD22
uc010edv.2	CD22
uc010edx.2	CD22
uc010xst.1	CD22
uc001fxa.2	CD244
uc009wtp.2	CD244
uc009wtq.2	CD244
uc009wtr.2	CD244
uc010pjt.1	CD244
uc001gei.3	CD247
uc001gej.3	CD247
uc001gek.2	CD247
uc001ohm.1	CD248
uc004ftz.1	CD24
uc003zje.2	CD274
uc003zjf.2	CD274
uc010mhn.2	CD274
uc011lmb.1	CD274
uc002avu.1	CD276
uc002avv.1	CD276
uc002avw.1	CD276
uc002avx.2	CD276
uc010bjd.1	CD276
uc010ulb.1	CD276
uc001qod.2	CD27
uc001qoe.2	CD27
uc002vag.1	CD28
uc002vah.3	CD28
uc002vaj.3	CD28
uc010ftx.2	CD28
uc010zio.1	CD28
uc003oyw.2	CD2AP
uc002dxr.2	CD2BP2
uc002dxs.2	CD2BP2
uc001egu.3	CD2
uc010owz.1	CD2
uc010oxa.1	CD2
uc002jkv.2	CD300A
uc002jkw.2	CD300A
uc010dfr.2	CD300A
uc010dfs.2	CD300A
uc002jky.1	CD300C
uc002jlb.1	CD300E
uc002jkx.2	CD300LB
uc010wqz.1	CD300LB
uc002jkz.2	CD300LD
uc002jlf.2	CD300LF
uc002jlg.2	CD300LF
uc002jlh.2	CD300LF
uc002jli.2	CD300LF
uc002jlj.1	CD300LF
uc010dfw.2	CD300LF
uc010wra.1	CD300LF
uc002iek.1	CD300LG
uc002iel.1	CD300LG
uc002iem.2	CD300LG
uc010czk.2	CD300LG
uc010czl.2	CD300LG
uc010wil.1	CD300LG
uc002uba.2	CD302
uc010zco.1	CD302
uc002mjj.1	CD320
uc002mjk.1	CD320
uc002mjl.1	CD320
uc002pwa.2	CD33
uc010eos.1	CD33
uc010eot.1	CD33
uc010eou.1	CD33
uc001hgv.1	CD34
uc001hgw.1	CD34
uc001hgx.1	CD34
uc010psj.1	CD34
uc003uhc.2	CD36
uc003uhd.3	CD36
uc003uhe.3	CD36
uc003uhf.3	CD36
uc003uhg.3	CD36
uc003uhh.3	CD36
uc011kgv.1	CD36
uc002pnc.2	CD37
uc002pnd.2	CD37
uc002pne.2	CD37
uc002pnf.3	CD37
uc010yam.1	CD37
uc010yan.1	CD37
uc003goj.1	CD38
uc003gol.1	CD38
uc011bxc.1	CD38
uc001pss.1	CD3D
uc001pst.1	CD3D
uc002pbq.1	CD3EAP
uc002pbr.1	CD3EAP
uc001psq.3	CD3E
uc009yzz.1	CD3E
uc010rya.1	CD3E
uc001psu.2	CD3G
uc009zaa.1	CD3G
uc004faa.2	CD40LG
uc010nsd.2	CD40LG
uc010nse.1	CD40LG
uc002xrf.1	CD40
uc002xrg.1	CD40
uc002xrh.1	CD40
uc002xri.1	CD40
uc002xrj.1	CD40
uc002xrk.1	CD40
uc002xrl.1	CD40
uc001mvu.2	CD44
uc001mvv.2	CD44
uc001mvw.2	CD44
uc001mvx.2	CD44
uc001mvy.2	CD44
uc001mwc.3	CD44
uc009ykh.2	CD44
uc010rer.1	CD44
uc010res.1	CD44
uc010ret.1	CD44
uc010reu.1	CD44
uc001hgc.2	CD46
uc001hgd.2	CD46
uc001hge.2	CD46
uc001hgf.2	CD46
uc001hgg.2	CD46
uc001hgh.2	CD46
uc001hgi.2	CD46
uc001hgj.2	CD46
uc001hgk.2	CD46
uc001hgl.2	CD46
uc001hgm.2	CD46
uc001hgn.2	CD46
uc001hgo.2	CD46
uc001hgp.2	CD46
uc003dwt.1	CD47
uc003dwu.1	CD47
uc003dwv.1	CD47
uc003dww.1	CD47
uc001fwn.2	CD48
uc001fwo.1	CD48
uc001fwp.2	CD48
uc001qqv.1	CD4
uc009zez.1	CD4
uc009zfa.1	CD4
uc009zfb.1	CD4
uc009zfc.1	CD4
uc010sfj.1	CD4
uc010sfk.1	CD4
uc010sfl.1	CD4
uc010sfm.1	CD4
uc001bmc.2	CD52
uc009vsg.1	CD52
uc001dzw.2	CD53
uc001dzx.2	CD53
uc001dzy.2	CD53
uc010owa.1	CD53
uc001hfp.3	CD55
uc001hfq.3	CD55
uc001hfr.3	CD55
uc009xce.2	CD55
uc009xcf.2	CD55
uc009xcg.2	CD55
uc010psf.1	CD55
uc001egm.2	CD58
uc001egn.2	CD58
uc001ego.1	CD58
uc001egp.3	CD58
uc010owy.1	CD58
uc001mus.3	CD59
uc001mut.3	CD59
uc001muu.3	CD59
uc001muv.3	CD59
uc001mux.3	CD59
uc009yjx.2	CD59
uc009yjy.2	CD59
uc009yjz.2	CD59
uc009yka.2	CD59
uc001frk.3	CD5L
uc009ynk.2	CD5
uc001shm.2	CD63
uc001shn.2	CD63
uc001sho.2	CD63
uc001shp.2	CD63
uc009znz.2	CD63
uc002ghu.2	CD68
uc002ghv.2	CD68
uc001qwk.2	CD69
uc010sgu.1	CD69
uc010sgv.1	CD69
uc001nqp.2	CD6
uc001nqq.2	CD6
uc001nqr.2	CD6
uc001nqs.2	CD6
uc001nqt.2	CD6
uc009yni.2	CD6
uc009ynj.2	CD6
uc002mfi.2	CD70
uc010xjf.1	CD70
uc003zxb.2	CD72
uc003zxc.1	CD72
uc010mkt.1	CD72
uc010mku.2	CD72
uc010mkv.2	CD72
uc010mkw.1	CD72
uc003lsb.2	CD74
uc003lsc.2	CD74
uc003lsd.2	CD74
uc003lse.2	CD74
uc003lsf.1	CD74
uc002oru.2	CD79A
uc002orv.2	CD79A
uc002jdo.1	CD79B
uc002jdp.1	CD79B
uc002jdq.1	CD79B
uc002jdr.1	CD79B
uc002kel.1	CD7
uc002kem.2	CD7
uc010din.2	CD7
uc010wvk.1	CD7
uc003ecq.2	CD80
uc003ecr.1	CD80
uc010hqt.1	CD80
uc010hqu.1	CD80
uc001lwf.1	CD81
uc001lwg.1	CD81
uc001lwh.1	CD81
uc001myc.2	CD82
uc001myd.2	CD82
uc003nbh.2	CD83
uc003nbi.2	CD83
uc001fwf.3	CD84
uc001fwg.3	CD84
uc001fwh.3	CD84
uc001fwi.3	CD84
uc001fwj.2	CD84
uc001fwk.2	CD84
uc009wtn.2	CD84
uc003eet.2	CD86
uc003eeu.2	CD86
uc011bjo.1	CD86
uc011bjp.1	CD86
uc002srt.2	CD8A
uc002sru.2	CD8A
uc002srv.2	CD8A
uc010ytn.1	CD8A
uc002srw.2	CD8B
uc002srx.2	CD8B
uc002sry.2	CD8B
uc002srz.2	CD8B
uc002ssa.2	CD8B
uc010fgt.2	CD8B
uc010yto.1	CD8B
uc002wsv.2	CD93
uc003dxv.2	CD96
uc003dxw.2	CD96
uc003dxx.2	CD96
uc010hpy.1	CD96
uc002myl.2	ADGRE5
uc002mym.2	ADGRE5
uc002myn.2	ADGRE5
uc004fek.2	CD99L2
uc004fel.2	CD99L2
uc004fem.2	CD99L2
uc004fen.2	CD99L2
uc004feo.2	CD99L2
uc011myb.1	CD99L2
uc004cqm.2	CD99
uc004cqn.2	CD99
uc004cqo.2	CD99
uc010nda.2	CD99
uc001qnp.1	CD9
uc001qnq.1	CD9
uc010seu.1	CD9
uc010sev.1	CD9
uc001vcs.1	CDADC1
uc001vct.1	CDADC1
uc001vcu.2	CDADC1
uc001vcv.2	CDADC1
uc010tgk.1	CDADC1
uc001zqj.2	CDAN1
uc001zqk.2	CDAN1
uc001zql.2	CDAN1
uc010bcx.1	CDAN1
uc001bdk.2	CDA
uc001bdl.2	CDA
uc009vpv.2	CDA
uc001ill.2	CDC123
uc001ilm.2	CDC123
uc009xja.2	CDC123
uc001dte.3	CDC14A
uc001dtf.2	CDC14A
uc001dtg.3	CDC14A
uc009web.2	CDC14A
uc009wec.1	CDC14A
uc009wed.1	CDC14A
uc009wee.2	CDC14A
uc010oui.1	CDC14A
uc004awi.2	CDC14B
uc004awj.2	CDC14B
uc004awk.2	CDC14B
uc004awl.2	CDC14B
uc001vuk.1	CDC16
uc001vul.1	CDC16
uc001vum.1	CDC16
uc001vun.1	CDC16
uc001vuo.1	CDC16
uc010tkm.1	CDC16
uc003jpn.1	CDC20B
uc003jpo.1	CDC20B
uc003jpp.2	CDC20B
uc010ivu.1	CDC20B
uc010ivv.1	CDC20B
uc001cix.2	CDC20
uc001ciy.2	CDC20
uc003lcl.2	CDC23
uc003lcm.1	CDC23
uc003csh.1	CDC25A
uc003csi.1	CDC25A
uc002wjl.2	CDC25B
uc002wjm.2	CDC25B
uc002wjn.2	CDC25B
uc002wjo.2	CDC25B
uc002wjp.2	CDC25B
uc002wjq.2	CDC25B
uc010gbc.2	CDC25B
uc010zqk.1	CDC25B
uc010zql.1	CDC25B
uc010zqm.1	CDC25B
uc003lcp.1	CDC25C
uc003lcq.1	CDC25C
uc003lcr.1	CDC25C
uc003lcs.1	CDC25C
uc003lct.1	CDC25C
uc003lcu.1	CDC25C
uc010jet.1	CDC25C
uc011cyp.1	CDC25C
uc004bgw.2	CDC26
uc002ild.3	CDC27
uc002ile.3	CDC27
uc002ilf.3	CDC27
uc010wkp.1	CDC27
uc010wkq.1	CDC27
uc002lov.2	CDC34
uc003zio.2	CDC37L1
uc002moe.1	CDC37
uc002mof.1	CDC37
uc002mog.1	CDC37
uc002moh.2	CDC37
uc010dxf.1	CDC37
uc003pua.2	CDC40
uc001hqp.2	CDC42BPA
uc001hqq.2	CDC42BPA
uc001hqr.2	CDC42BPA
uc001hqs.2	CDC42BPA
uc001hqt.2	CDC42BPA
uc001hqu.1	CDC42BPA
uc009xes.2	CDC42BPA
uc010pvs.1	CDC42BPA
uc001ymi.1	CDC42BPB
uc001ymj.1	CDC42BPB
uc001obs.3	CDC42BPG
uc003asz.3	CDC42EP1
uc001odl.2	CDC42EP2
uc002rqi.1	CDC42EP3
uc002jjn.2	CDC42EP4
uc002jjo.2	CDC42EP4
uc002jjp.1	CDC42EP4
uc002qfz.1	CDC42EP5
uc001ewo.2	CDC42SE1
uc001ewp.2	CDC42SE1
uc003kvh.2	CDC42SE2
uc003kvi.2	CDC42SE2
uc003kvj.2	CDC42SE2
uc003kvk.2	CDC42SE2
uc003kvl.2	CDC42SE2
uc001bfp.2	CDC42
uc001bfq.2	CDC42
uc001bfr.2	CDC42
uc009vqg.1	CDC42
uc009vqh.2	CDC42
uc010odr.1	CDC42
uc010ods.1	CDC42
uc002zpr.2	CDC45
uc002zps.2	CDC45
uc002zpt.2	CDC45
uc011agz.1	CDC45
uc011aha.1	CDC45
uc003oxl.2	CDC5L
uc002huj.1	CDC6
uc001gtb.2	CDC73
uc001doe.2	CDC7
uc001dof.2	CDC7
uc009wdc.2	CDC7
uc009wdd.2	CDC7
uc010osw.1	CDC7
uc003xep.1	CDCA2
uc003xeq.1	CDCA2
uc003xer.1	CDCA2
uc011lae.1	CDCA2
uc001qre.2	CDCA3
uc001qrg.2	CDCA3
uc001yqa.2	CDCA4
uc001yqb.2	CDCA4
uc001ocp.2	CDCA5
uc003sve.3	CDCA7L
uc003svf.3	CDCA7L
uc010kuk.2	CDCA7L
uc010kul.2	CDCA7L
uc011jyk.1	CDCA7L
uc002uic.1	CDCA7
uc002uid.1	CDCA7
uc010zej.1	CDCA7
uc010zek.1	CDCA7
uc001cbr.2	CDCA8
uc001cbs.2	CDCA8
uc010oih.1	CDCA8
uc003com.2	CDCP1
uc003con.2	CDCP1
uc001cwv.1	CDCP2
uc003jgr.1	CDH10
uc011cnu.1	CDH10
uc002eoi.2	CDH11
uc002eoj.2	CDH11
uc002eok.1	CDH11
uc010cdn.2	CDH11
uc010vin.1	CDH11
uc010vio.1	CDH11
uc003jgk.2	CDH12
uc010iuc.2	CDH12
uc011cno.1	CDH12
uc002fgx.2	CDH13
uc010chh.2	CDH13
uc010vns.1	CDH13
uc010vnt.1	CDH13
uc010vnu.1	CDH13
uc002fmt.2	CDH15
uc010cij.1	CDH15
uc002eql.2	CDH16
uc002eqm.2	CDH16
uc010cdy.2	CDH16
uc003ygh.2	CDH17
uc011lgo.1	CDH17
uc011lgp.1	CDH17
uc003jgc.2	CDH18
uc003jgd.2	CDH18
uc011cnm.1	CDH18
uc002lkc.1	CDH19
uc002lkd.2	CDH19
uc010dql.1	CDH19
uc010xey.1	CDH19
uc002ewg.1	CDH1
uc010cfg.1	CDH1
uc010vlj.1	CDH1
uc002lif.2	CDH20
uc010dps.1	CDH20
uc002xrm.2	CDH22
uc002xrn.1	CDH22
uc010ghk.1	CDH22
uc001jrv.2	CDH23
uc001jrw.3	CDH23
uc001jrx.3	CDH23
uc001jry.2	CDH23
uc001jrz.2	CDH23
uc001jsc.1	CDH23
uc001jsg.3	CDH23
uc001jsh.3	CDH23
uc001jsi.3	CDH23
uc001jsj.3	CDH23
uc009xql.2	CDH23
uc010qjr.1	CDH23
uc001wik.3	CDH24
uc001wil.2	CDH24
uc001win.3	CDH24
uc010akf.2	CDH24
uc002ybe.2	CDH26
uc002ybf.1	CDH26
uc002ybg.2	CDH26
uc002ybh.2	CDH26
uc002ybi.2	CDH26
uc010zzy.1	CDH26
uc002kwg.2	CDH2
uc010xbn.1	CDH2
uc002ewf.2	CDH3
